report_date,descr_stage,report_text,event_date,date_source,assigned_carrier,ac_manufacturer,ac_family,ac_standard_name,ac_reported_name,ac_number_of_ac,geo_loc,geo_loc_ind,geo_loc2,geo_nlocs,geo_iso_code,geo_country,geo_lat,geo_long,descr_part,descr_action,descr_adjective,descr_condition
2006-01-05,,"Austrian Airlines Fokker 70 near Graz on Jan 5th 2006, engine lost power",2006-01-05,Extracted,austrian airlines,fokker,F70 family,F70,Fokker 70,1,,,,1,NA,NA,NA,NA,,lost power,,
2006-01-07,,"KLM F70/SAS A330 overhead Norway on Jan 7th 2006, TCAS RA issued to resolve conflict at FL340",2006-01-07,Extracted,klm,airbus,A330 family,A330,A330,1,Norway,overhead,Norway,1,NOR,Norway,NA,NA,,issue;TCAS,,
2006-01-07,,"KLM F70/SAS A330 overhead Norway on Jan 7th 2006, TCAS RA issued to resolve conflict at FL340",2006-01-07,Extracted,sas,airbus,A330 family,A330,A330,1,Norway,overhead,Norway,1,NOR,Norway,NA,NA,,issue;TCAS,,
2006-01-09,approach,"SpanAir MD83 at Barcelona on Jan 9th 2006, gear burst into flames on landing",2006-01-09,Extracted,spanair,mcdonnell_douglas,MD80 family,MD83,MD83,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,fire;burst,,
2006-01-10,runway;departure,"Emirates A340 at Johannesburg on April 20th 2004, runway overrun during takeoff, near catastrophy",2004-04-20,Extracted,emirates,airbus,A340 family,A340,A340,1,Johannesburg,at,Johannesburg,1,ZAF,South Africa,-26.19,28.04,,overrun,,
2006-01-11,departure,"British Airways RJ100 at Edinburgh on Jan 11th 2006, engine suspected on fire before takeoff results in evacuation",2006-01-11,Extracted,british airways,british_aerospace,146 family,BAe146,RJ100,1,Edinburgh,at,Edinburgh,1,GBR,UK,55.95,-3.22,,fire;evacuation,,
2006-01-11,departure,"British Airways RJ100 at Edinburgh on Jan 11th 2006, engine suspected on fire before takeoff results in evacuation",2006-01-11,Extracted,british[[:space:]]airways,british_aerospace,146 family,BAe146,RJ100,1,Edinburgh,at,Edinburgh,1,GBR,UK,55.95,-3.22,,fire;evacuation,,
2006-01-12,,"Evergreen B747-132 near Compton on[[:space:]]Apr 24th 2004, aircraft lost power temporarily on all 4 engines, diverted to LHR",2004-04-24,Extracted,NA,boeing,747 family,B747,B747-132,1,Compton,near,Compton,1,USA,USA,33.89,-118.23,,divert;lost power,,
2006-01-14,,"Continental B737 at El Paso on Jan 16th 2006, ground mechanic sucked into engine",2006-01-16,Extracted,continental,boeing,737 family,B737,B737,1,El Paso,at,El Paso,1,USA,USA,31.85,-106.44,,,,
2006-01-17,,"All Nippon Airways B767 near Itami, Japan on Jan 14th 2006, autopilot failed",2006-01-14,Extracted,all nippon airways,boeing,767 family,B767,B767,1,"Itami, Japan",near,Itami,2,JPN,Japan,34.78,135.42,pilot,failure,,
2006-01-17,,"All Nippon Airways B767 near Itami, Japan on Jan 14th 2006, autopilot failed",2006-01-14,Extracted,all nippon airways,boeing,767 family,B767,B767,1,"Itami, Japan",near,Japan,2,JPN,Japan,NA,NA,pilot,failure,,
2006-01-28,,"Adam Air B737 near Jakarta on Feb 11th 2006, lost communication and navigation for 4 hours",2006-02-11,Extracted,NA,boeing,737 family,B737,B737,1,Jakarta,near,Jakarta,1,IDN,Indonesia,-6.18,106.83,,,,
2006-02-13,,"Pinnacle CL-600 at Jefferson City, MI on Oct 14 2004, lost both engines",2006-02-11,Estimated,pinnacle,bombardier,CL600 family,CL600,CL-600,1,"Jefferson City, MI",at,Jefferson City,2,USA,United States,38.5912017822,-92.15609741210001,,,,
2006-02-13,,"Pinnacle CL-600 at Jefferson City, MI on Oct 14 2004, lost both engines",2006-02-11,Estimated,pinnacle,bombardier,CL600 family,CL600,CL-600,1,"Jefferson City, MI",at,MI,2,NA,NA,NA,NA,,,,
2006-02-13,approach;runway,"Turkish Air A340 at JFK on Feb 12th 2006, skidded off runway on landing in heavy snow storm",2006-02-12,Extracted,NA,airbus,A340 family,A340,A340,1,JFK,at,JFK,1,NA,NA,NA,NA,,skidded;snow,,
2006-02-18,approach;runway,"Corporate Airlines Jetstream 32 at Kirksville on Oct 19th 2004, crashed short of runway on non-precision approach",2004-10-19,Extracted,corporate airlines,british_aerospace,Jetstream family,Jetstream,Jetstream 32,1,,,,1,NA,NA,NA,NA,,crash,,
2006-02-22,approach;runway,"Air France A340 at Douala (Cameroon) on Feb 19th 2006, went off runway on landing in poor weather",2006-02-19,Extracted,air france,airbus,A340 family,A340,A340,1,Douala,at,Douala,1,CMR,Cameroon,4.06,9.71,,,,
2006-02-22,approach;runway,"Air France A340 at Douala (Cameroon) on Feb 19th 2006, went off runway on landing in poor weather",2006-02-19,Extracted,france,airbus,A340 family,A340,A340,1,Douala,at,Douala,1,CMR,Cameroon,4.06,9.71,,,,
2006-02-23,on_ground,"Five Airplanes of PIA at Manchester (various dates), caught fire during taxi due to maintenance faults",2006-02-21,Estimated,pia,NA,NA,NA,NA,0,Manchester,at,Manchester,1,GBR,UK,53.48,-2.25,,fire;fault;maintenance,,
2006-02-26,runway;departure,"Siberia Airlines A310 at Munich on Mar 4th 2006, aircraft went off runway on takeoff",2006-03-04,Extracted,siberia airlines,airbus,A310 family,A310,A310,1,Munich,at,Munich,1,DEU,Germany,48.14,11.58,,,,
2006-02-26,runway;departure,"Siberia Airlines A310 at Munich on Mar 4th 2006, aircraft went off runway on takeoff",2006-03-04,Extracted,iberia,airbus,A310 family,A310,A310,1,Munich,at,Munich,1,DEU,Germany,48.14,11.58,,,,
2006-03-10,approach,"RyanAir B737 at Shannon on March 8th 2006, aircraft filled with smoke after landing, wheelchair pax left behind",2006-03-08,Extracted,ryanair,boeing,737 family,B737,B737,1,Shannon,at,Shannon,1,IRL,Ireland,52.7,-8.92,,smoke,,
2006-03-14,approach,"Air Canada A319 at Vernon on Aug 23rd 2003, confused airports on unnecessary visual approach",2003-08-23,Extracted,air canada,airbus,A320 family,A319,A319,1,Vernon,at,Vernon,1,CAN,Canada,50.27,-119.28,,,,
2006-03-14,approach,"Air Canada A319 at Vernon on Aug 23rd 2003, confused airports on unnecessary visual approach",2003-08-23,Extracted,canada,airbus,A320 family,A319,A319,1,Vernon,at,Vernon,1,CAN,Canada,50.27,-119.28,,,,
2006-03-16,approach;runway,"Denim Air Fokker 50 at Melilla on Jan 17th 2003, accepted runway change results in unstable approach and runway excursion",2003-01-17,Extracted,NA,fokker,F50 family,F50,Fokker 50,1,,,,1,NA,NA,NA,NA,,excursion,instability,
2006-05-03,approach,"Iberia A320 at Dublin on May 3rd 2006, APU fire after landing leads to evacuation",2006-05-03,Extracted,iberia,airbus,A320 family,A320,A320,1,Dublin,at,Dublin,1,IRL,Ireland,53.33,-6.25,,fire;evacuation,,
2006-05-09,,"Lufthansa B744 at Frankfurt on May 15th 2006, nose gear collapsed at terminal",2006-05-15,Extracted,lufthansa,boeing,747 family,B747,B744,1,Frankfurt,at,Frankfurt,1,DEU,Germany,50.12,8.68,,collapse,,
2006-05-17,,"Fire at Brussels Hangar destroys Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",2006-05-15,Estimated,NA,airbus,A320 family,A320,A320,1,"Brussels Hangar Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",at,Brussels Hangar Armavia A320,3,NA,NA,NA,NA,,fire,,
2006-05-17,,"Fire at Brussels Hangar destroys Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",2006-05-15,Estimated,NA,airbus,A320 family,A320,A320,1,"Brussels Hangar Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",at,Armenian Airways A320,3,ARM,Armenia,NA,NA,,fire,,
2006-05-17,,"Fire at Brussels Hangar destroys Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",2006-05-15,Estimated,NA,airbus,A320 family,A320,A320,1,"Brussels Hangar Armavia A320, Armenian Airways A320, HellasJet A320 and BAF C-130",at,HellasJet A320 and BAF C-130,3,GRC,Greece,NA,NA,,fire,,
2006-05-26,,"Quatar Airways A330 near Shanghai on June 1st 2006, both engines flamed out at FL210 on climb",2006-06-01,Extracted,quatar airways,airbus,A330 family,A330,A330,1,Shanghai,near,Shanghai,1,CHN,China,31.23,121.47,,flamed out,,
2006-06-03,approach,"Monarch B757 near Athens on June 12th 2006, captain fell ill, copilot landed safely in Athens",2006-06-12,Extracted,monarch,boeing,757 family,B757,B757,1,Athens,near,Athens,1,GRC,Greece,37.98,23.73,pilot,fell; ill,,
2006-06-14,,"American Airlines B777 near Dublin on June 12th, smell of smoke in the cockpit triggers diversion to Dublin",2006-06-12,Estimated,american airlines,boeing,777 family,B777,B777,1,Dublin,near,Dublin,1,IRL,Ireland,53.33,-6.25,,smell;divert;smoke,,
2006-06-14,,"American Airlines B777 near Dublin on June 12th, smell of smoke in the cockpit triggers diversion to Dublin",2006-06-12,Estimated,american,boeing,777 family,B777,B777,1,Dublin,near,Dublin,1,IRL,Ireland,53.33,-6.25,,smell;divert;smoke,,
2006-06-14,,"AmericanConnection Embraer 145 at Pittsburgh on June 12th 2006, two hydraulic systems failed while airborne, the third on ground",2006-06-12,Extracted,NA,embraer,EMB135 family,E145,Embraer 145,1,,,,1,NA,NA,NA,NA,,failure,,
2006-06-16,approach,"American Airlines MD83 at O'Hare on Jun 20th 2006, landed without nose gear (video)",2006-06-20,Extracted,american airlines,mcdonnell_douglas,MD80 family,MD83,MD83,1,O'Hare,at,O'Hare,1,NA,NA,NA,NA,,,,
2006-06-16,approach,"American Airlines MD83 at O'Hare on Jun 20th 2006, landed without nose gear (video)",2006-06-20,Extracted,american,mcdonnell_douglas,MD80 family,MD83,MD83,1,O'Hare,at,O'Hare,1,NA,NA,NA,NA,,,,
2006-06-21,approach;runway,"City Star Do328 at Aberdeen on Jun 22nd 2006, overran runway by 1000 feet on landing",2006-06-22,Extracted,NA,dornier,Do328 family,Do328,Do328,1,Aberdeen,at,Aberdeen,1,GBR,UK,57.15,-2.1,,overrun,,
2006-06-23,approach,"Quatar Airways A300 near Delhi on June 22nd 2006, initiated emergency descent and diverted to Delhi",2006-06-22,Extracted,quatar airways,airbus,A300 family,A300,A300,1,Delhi,near,Delhi,1,IND,India,28.67,77.21,,decsent;divert;emergency,,
2006-06-27,runway,"Cirrus EMB145 at Nürnberg on June 28th 2006, overran runway after return because of smoke in cockpit",2006-06-28,Extracted,cirrus,embraer,EMB135 family,E145,EMB145,1,Nürnberg,at,Nürnberg,1,NA,NA,NA,NA,,overrun;return;smoke,,
2006-07-25,enroute,"TAM Fokker 100 near Sao Paulo on Aug 8th 2006, door fell off in flight",2006-08-08,Extracted,tam,fokker,F100 family,F100,Fokker 100,1,,,,1,NA,NA,NA,NA,,fell,,
2006-08-28,approach,"US Airways B737 at Miami on August 31st 2006, two tires blown on landing resulting in fire and evacuation",2006-08-31,Extracted,us airways,boeing,737 family,B737,B737,1,Miami,at,Miami,1,USA,USA,25.78,-80.21,,fire;evacuation,,
2006-08-28,approach,"US Airways B737 at Miami on August 31st 2006, two tires blown on landing resulting in fire and evacuation",2006-08-31,Extracted,us[[:space:]]airways,boeing,737 family,B737,B737,1,Miami,at,Miami,1,USA,USA,25.78,-80.21,,fire;evacuation,,
2006-09-01,,"European Air Charter B737 near Bournemouth on August 31st 2006, Windshield cracked, Wales national football team on board",2006-08-31,Extracted,NA,boeing,737 family,B737,B737,1,Bournemouth,near,Bournemouth,1,GBR,UK,50.73,-1.88,,cracked,,
2006-09-01,approach;runway,"Iran Airtours TU-154M at Mashhad on Sep 1st 2006, blew tire on landing and veered off runway",2006-09-01,Extracted,iran,tupolev,Tu-154 family,T154,TU-154M,1,Mashhad,at,Mashhad,1,IRN,Iran,36.27,59.57,,blew;veered off,,
2006-10-01,departure,"Presidential Kyrgyz TU-154 at Bishkek on Sep 29th 2006, collided with a KC-135 fuel tanker on takeoff run and continued",2006-09-29,Extracted,NA,tupolev,Tu-154 family,T154,TU-154,1,Bishkek,at,Bishkek,1,KGZ,Kyrgyzstan,43.0612983704,74.4776000977,,collision,,
2006-10-05,departure,"SkyWest CRJ700 at LAX on Oct 6th 2006, rejected takeoff at 100 KIAS and stopped 100 feet before a Gulfstream bizjet",2006-10-06,Extracted,skywest,bombardier,CRJ family,CRJ7,CRJ700,1,LAX,at,LAX,1,NA,NA,NA,NA,,rejected,,
2006-10-08,approach;runway,"Atlantic Airways BAe 146 at Stord, Norway on Oct 10th 2006, skidded off runway during unplanned landing",2006-10-10,Extracted,atlantic airways,british_aerospace,146 family,BAe146,BAe 146,1,,,,1,NA,NA,NA,NA,,skidded,unplanned,
2006-10-19,approach;enroute,"Emirates A330 at Dubai on October 17th 2006, suffered uncontained engine failure in flight, safe landing",2006-10-17,Extracted,emirates,airbus,A330 family,A330,A330,1,Dubai,at,Dubai,1,ARE,United Arab Emirates,25.27,55.33,,failure,,
2006-10-26,departure,"ADC B737 at Abuja, Nigeria on Oct 29th 2006, shortly after takeoff in a storm",2006-10-29,Extracted,NA,boeing,737 family,B737,B737,1,"Abuja, Nigeria",at,Abuja,2,NGA,Nigeria,9.18,7.17,,,,
2006-10-26,departure,"ADC B737 at Abuja, Nigeria on Oct 29th 2006, shortly after takeoff in a storm",2006-10-29,Extracted,NA,boeing,737 family,B737,B737,1,"Abuja, Nigeria",at,Nigeria,2,NGA,Nigeria,NA,NA,,,,
2006-12-06,approach;runway,"Horizon Air Dash8 at Seattle on Dec 2nd 2006, overran runway on CATIII landing",2006-12-02,Extracted,horizon air,de_havilland_canada,Dash8 family,Dash8,Dash8,1,Seattle,at,Seattle,1,USA,USA,47.62,-122.35,,overrun,,
2006-12-06,approach;runway,"Horizon Air Dash8 at Seattle on Dec 2nd 2006, overran runway on CATIII landing",2006-12-02,Extracted,horizon,de_havilland_canada,Dash8 family,Dash8,Dash8,1,Seattle,at,Seattle,1,USA,USA,47.62,-122.35,,overrun,,
2007-01-05,approach,"Frontier A319 and Key Lime Metroliner at Denver Airport on Jan 5th 2007, go around avoided collision by 50 feet",2007-01-05,Extracted,frontier,airbus,A320 family,A319,A319,1,Denver Airport,at,Denver Airport,1,NA,NA,NA,NA,,collision;go around,,
2007-01-08,approach,"Aeriantur AN26 in Balad/Iraq on Jan 9th 2007, clipped a pole on second approach in fog",2007-01-09,Extracted,NA,antonov,A26,A26,AN26,1,,,,1,NA,NA,NA,NA,,,,
2007-01-10,approach;departure,"Onur MD-88 at Istanbul on Jan 1st 2007, cargo door opened at takeoff, bags lost, safe landing",2007-01-01,Extracted,onur,mcdonnell_douglas,MD80 family,MD88,MD-88,1,Istanbul,at,Istanbul,1,TUR,Turkey,41.1,29,,opened,,
2007-01-19,,"Continental B737-900 over Texas on Jan 20th 2007, captain collapses and dies, first officer lands safely",2007-01-20,Extracted,continental,boeing,737 family,B737,B737-900,1,Texas,over,Texas,1,NA,NA,NA,NA,pilot,died;collapse,,
2007-01-23,approach,"Air Nostrum CRJ-200 at Barcelona on Jan 24th 2007, gear could not be lowered, belly landing",2007-01-24,Extracted,air nostrum,bombardier,CRJ family,CRJ2,CRJ-200,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,,,
2007-01-23,approach,"Air Nostrum CRJ-200 at Barcelona on Jan 24th 2007, gear could not be lowered, belly landing",2007-01-24,Extracted,nostrum,bombardier,CRJ family,CRJ2,CRJ-200,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,,,
2007-01-25,approach,"Air Nostrum Dash8-300 at Barcelona on Jan 23rd 2007, gear failed to lower, belly landing",2007-01-23,Extracted,air nostrum,de_havilland_canada,Dash8 family,Dash8,Dash8-300,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,failure,,
2007-01-25,approach,"Air Nostrum Dash8-300 at Barcelona on Jan 23rd 2007, gear failed to lower, belly landing",2007-01-23,Extracted,nostrum,de_havilland_canada,Dash8 family,Dash8,Dash8-300,1,Barcelona,at,Barcelona,1,ESP,Spain,41.4,2.17,,failure,,
2007-01-26,departure,"Air France Fokker 100 at Pau on Jan 25th 2007, aircraft on takeoff collided with lorry",2007-01-25,Extracted,air france,fokker,F100 family,F100,Fokker 100,1,,,,1,NA,NA,NA,NA,,collision,,
2007-01-26,departure,"Air France Fokker 100 at Pau on Jan 25th 2007, aircraft on takeoff collided with lorry",2007-01-25,Extracted,france,fokker,F100 family,F100,Fokker 100,1,,,,1,NA,NA,NA,NA,,collision,,
2007-01-26,approach,"Mesa CL600 near Denver on Jan 25th 2007, engine separated while climbing through FL240, safe landing",2007-01-25,Extracted,mesa,bombardier,CL600 family,CL600,CL600,1,Denver,near,Denver,1,USA,USA,39.77,-104.87,,separated,,
2007-02-02,,"Alitalia E145 and Eurowings B463 at Dusseldorf on Feb 6th 2007,[[:space:]]ATC reports B463 taking off over E145, airlines deny",2007-02-06,Extracted,alitalia,british_aerospace/embraer,146 family/EMB135 family,BAe146/E145,B463/E145,2,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,atc,,,
2007-02-02,,"Alitalia E145 and Eurowings B463 at Dusseldorf on Feb 6th 2007,[[:space:]]ATC reports B463 taking off over E145, airlines deny",2007-02-06,Extracted,eurowings,british_aerospace/embraer,146 family/EMB135 family,BAe146/E145,B463/E145,2,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,atc,,,
2007-02-02,,"Alitalia E145 and Eurowings B463 at Dusseldorf on Feb 6th 2007,[[:space:]]ATC reports B463 taking off over E145, airlines deny",2007-02-06,Extracted,wings,british_aerospace/embraer,146 family/EMB135 family,BAe146/E145,B463/E145,2,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,atc,,,
2007-02-07,departure,"Hapag Fly B737 at Fuerteventura on Feb 9th 2007, airplane lost two wheels on takeoff and rejected",2007-02-09,Extracted,NA,boeing,737 family,B737,B737,1,Fuerteventura,at,Fuerteventura,1,ESP,Spain,28.452699661254883,-13.863800048828125,,rejected,,
2007-02-12,departure,"Canadair CRJ-100 at Moscow on Feb 13th 2007, engine fire on takeoff",2007-02-13,Extracted,NA,bombardier,CRJ family,CRJ1,CRJ-100,1,Moscow,at,Moscow,1,RUS,Russia,55.75,37.62,,fire,,
2007-02-19,,"Berkud TU-154 and Algerian C-130 over Switzerland on Feb 8th 2007, near miss, 100 feet vertical/2000 feet lateral separation",2007-02-08,Extracted,NA,tupolev,Tu-154 family,T154,TU-154,1,Switzerland,over,Switzerland,1,CHE,Switzerland,NA,NA,,near_collision,,
2007-02-20,approach,"Adam Air B737 at Surabaya on Feb 21st 2007, very hard[[:space:]]touchdown breaks fuselage",2007-02-21,Extracted,NA,boeing,737 family,B737,B737,1,Surabaya,at,Surabaya,1,IDN,Indonesia,-7.24,112.74,,breaks,hard,
2007-02-20,,"British Airways B744 near Bali on Feb 19th 2007, diverted to Bali after smoke in the cabine",2007-02-19,Extracted,british airways,boeing,747 family,B747,B744,1,Bali,near,Bali,1,CMR,Cameroon,5.9,10.01,,divert;smoke,,
2007-02-20,,"British Airways B744 near Bali on Feb 19th 2007, diverted to Bali after smoke in the cabine",2007-02-19,Extracted,british[[:space:]]airways,boeing,747 family,B747,B744,1,Bali,near,Bali,1,CMR,Cameroon,5.9,10.01,,divert;smoke,,
2007-02-22,runway,"American Airlines B757 at Dallas/Ft.Worth on Aug 30th 2006, ATC denies requested runway despite emergency call",2006-08-30,Extracted,american airlines,boeing,757 family,B757,B757,1,Dallas/Ft.Worth,at,Dallas/Ft.Worth,1,NA,NA,NA,NA,atc,emergency,,
2007-02-22,runway,"American Airlines B757 at Dallas/Ft.Worth on Aug 30th 2006, ATC denies requested runway despite emergency call",2006-08-30,Extracted,american,boeing,757 family,B757,B757,1,Dallas/Ft.Worth,at,Dallas/Ft.Worth,1,NA,NA,NA,NA,atc,emergency,,
2007-03-09,departure,"Biman A310 at Dubai on Mar 12th 2007, nose gear collapsed during takeoff run",2007-03-12,Extracted,biman,airbus,A310 family,A310,A310,1,Dubai,at,Dubai,1,ARE,United Arab Emirates,25.27,55.33,,collapse,,
2007-03-14,departure,"Air Canada A320 at Las Vegas, March 13th 2007, rejected takeoff with left main gear and both engines damaged",2007-03-13,Extracted,air canada,airbus,A320 family,A320,A320,1,Las Vegas,at,Las Vegas,1,USA,USA,36.21,-115.22,,damage;rejected,,
2007-03-14,departure,"Air Canada A320 at Las Vegas, March 13th 2007, rejected takeoff with left main gear and both engines damaged",2007-03-13,Extracted,canada,airbus,A320 family,A320,A320,1,Las Vegas,at,Las Vegas,1,USA,USA,36.21,-115.22,,damage;rejected,,
2007-03-16,departure,"Elal B737 at Tel Aviv on Mar 15th 2007, bird at the controls prevents takeoff",2007-03-15,Extracted,NA,boeing,737 family,B737,B737,1,Tel Aviv,at,Tel Aviv,1,NA,NA,NA,NA,,bird_strike,,
2007-03-17,departure,"Garuda B737 at Palangkaraya on Mar 13th 2007, flames and sparks during takeoff run, rejected",2007-03-13,Extracted,garuda,boeing,737 family,B737,B737,1,Palangkaraya,at,Palangkaraya,1,IDN,Indonesia,-2.22513008118,113.943000793,,fire;rejected;sparks,,
2007-03-17,,"SAS MD-82 over Manchester on Mar 16th 2007, smoke in the cockpit, diverted to Manchester",2007-03-16,Extracted,sas,mcdonnell_douglas,MD80 family,MD82,MD-82,1,Manchester,over,Manchester,1,GBR,UK,53.48,-2.25,,divert;smoke,,
2007-03-17,approach,"UTAir Tu-134 at Samara on Mar 17th 2007, broke apart on landing",2007-03-17,Extracted,utair,tupolev,Tu-134 family,T134,Tu-134,1,Samara,at,Samara,1,RUS,Russia,53.2,50.15,,,,
2007-03-18,enroute,"Alaskan B732 at Juneau on Mar 30th 1987, collided with a fish in midair",2007-03-16,Estimated,NA,boeing,737 family,B737,B732,1,Juneau,at,Juneau,1,USA,United States,58.35499954223633,-134.5760040283203,,collision,,
2007-03-19,departure,"Continental B777 at Newark on Mar 20th 2007, engine failure prompts rejected takeoff",2007-03-20,Extracted,continental,boeing,777 family,B777,B777,1,Newark,at,Newark,1,USA,USA,40.72,-74.17,,failure;rejected,,
2007-03-22,approach;runway,"Ariana A300 at Istanbul on[[:space:]]Mar 23rd 2007, overshot runway on landing",2007-03-23,Extracted,ana,airbus,A300 family,A300,A300,1,Istanbul,at,Istanbul,1,TUR,Turkey,41.1,29,,shot,,
2007-03-22,departure,"Lufthansa A340 at Frankfurt on Mar 7th 2007, 2 bombs aboard, takeoff averted after bomb threats",2007-03-07,Extracted,lufthansa,airbus,A340 family,A340,A340,1,Frankfurt,at,Frankfurt,1,DEU,Germany,50.12,8.68,,,,
2007-03-22,,"Qantas A330 between Manila and Sydney (no date), crew oxygen turned off",2007-03-20,Estimated,qantas,airbus,A330 family,A330,A330,1,Manila and Sydney,between,Manila and Sydney,1,NA,NA,NA,NA,cabin_crew,,,
2007-03-22,departure,"RyanAir B738 at Dublin on Mar 20th 2007, tailstrike during takeoff",2007-03-20,Extracted,ryanair,boeing,737 family,B737,B738,1,Dublin,at,Dublin,1,IRL,Ireland,53.33,-6.25,,tailstrike,,
2007-03-24,departure,"United B763 at Chicago (ORD) on[[:space:]]Mar 15th 2007, multiple bird strikes on takeoff past V1",2007-03-15,Extracted,united,boeing,767 family,B767,B763,1,Chicago,at,Chicago,1,USA,USA,41.84,-87.68,,bird_strike,,
2007-03-24,approach,"VLM F50 at Southend on Mar 24th 2007, safe emergency landing despite nose gear collapse",2007-03-24,Extracted,vlm,fokker,F50 family,F50,F50,1,Southend,at,Southend,1,GBR,United Kingdom,51.5713996887207,0.6955559849739075,,collapse;emergency,,
2007-03-25,,"Thomsonfly B738 at Gatwick on Mar 23rd 2007, engine malfunction",2007-03-23,Extracted,thomsonfly,boeing,737 family,B737,B738,1,Gatwick,at,Gatwick,1,NA,NA,NA,NA,,malfunction,,
2007-03-25,,"US Airways B734 at Charlotte on Mar 23th 2007, smallpox scare",2007-03-23,Extracted,us airways,boeing,737 family,B737,B734,1,Charlotte,at,Charlotte,1,USA,USA,35.2,-80.83,,,,
2007-03-25,,"US Airways B734 at Charlotte on Mar 23th 2007, smallpox scare",2007-03-23,Extracted,us[[:space:]]airways,boeing,737 family,B737,B734,1,Charlotte,at,Charlotte,1,USA,USA,35.2,-80.83,,,,
2007-03-26,,"Atlantic Elektra L188 at Stansted on Mar 23rd 2007, 3 engines failed",2007-03-23,Extracted,NA,lockheed,L188 family,L188,L188,1,Stansted,at,Stansted,1,NA,NA,NA,NA,,failure,,
2007-03-26,,"Lan[[:space:]]Chile A340 over Pacific on Mar 27th 2007, space object nearly hit aircraft",2007-03-27,Extracted,NA,airbus,A340 family,A340,A340,1,,,,1,NA,NA,NA,NA,, hit,,
2007-03-29,approach,"Allegiant MD83 at Orlando on Mar 29th 2007, landing without nosegear",2007-03-29,Extracted,allegiant,mcdonnell_douglas,MD80 family,MD83,MD83,1,Orlando,at,Orlando,1,USA,USA,28.5,-81.37,,,,
2007-04-01,,"Fedex ATR72 between Paris and Vienna on Mar 31st 2007, freight workers locked in cargo bay",2007-03-31,Extracted,fedex,atr,AT72 family,AT72,ATR72,1,Paris and Vienna,between,Paris and Vienna,1,NA,NA,NA,NA,,locked,,
2007-04-09,approach,"Air India A310 at New Delhi on April 9th 2007, nose gear collapsed[[:space:]]while towed after emergency landing",2007-04-09,Extracted,air india,airbus,A310 family,A310,A310,1,New Delhi,at,New Delhi,1,NA,NA,NA,NA,,collapse;emergency,,
2007-04-09,approach,"Air India A310 at New Delhi on April 9th 2007, nose gear collapsed[[:space:]]while towed after emergency landing",2007-04-09,Extracted,india,airbus,A310 family,A310,A310,1,New Delhi,at,New Delhi,1,NA,NA,NA,NA,,collapse;emergency,,
2007-04-09,approach;runway,"Turkish A319 at Agri on March 23rd 2007, got stuck on the runway after landing",2007-03-23,Extracted,NA,airbus,A320 family,A319,A319,1,Agri,at,Agri,1,TUR,Turkey,39.654541015625,43.025978088378906,,stuck,,
2007-04-10,approach;taxiway;on_ground,"Alitalia A321 at Napoli on Apr 9th 2007, brakes failed after landing, final stop on opposite taxiway",2007-04-09,Extracted,alitalia,airbus,A320 family,A321,A321,1,Napoli,at,Napoli,1,NA,NA,NA,NA,,failure,,
2007-04-11,,"Continental B777 near Tel Aviv on Apr 11th 2007, in danger of being shot down",2007-04-11,Extracted,continental,boeing,777 family,B777,B777,1,Tel Aviv,near,Tel Aviv,1,NA,NA,NA,NA,,shot,,
2007-04-15,,"Ariana A300 at Kabul on Aug 30th 2004, nearly collided with UAV",2004-08-30,Extracted,ana,airbus,A300 family,A300,A300,1,Kabul,at,Kabul,1,AFG,Afghanistan,34.53,69.17,,collision;near_collision;UAV,,
2007-04-15,,"Garuda B747 over Bay of Bengal on Apr 12th 2007, nearly collided with an Indian ballistic missile",2007-04-12,Extracted,garuda,boeing,747 family,B747,B747,1,Bay of Bengal,over,Bay of Bengal,1,NA,NA,NA,NA,,collision;near_collision,,
2007-04-15,approach,"PIA A310 at Karachi on Apr 17th 2007, emergency landing with pitot problems",2007-04-17,Extracted,pia,airbus,A310 family,A310,A310,1,Karachi,at,Karachi,1,PAK,Pakistan,24.86,67.01,,emergency;problem,,
2007-04-19,,"Lufthansa B744 at Cologne on Apr 19th 2007, electrical smoke in cockpit",2007-04-19,Extracted,lufthansa,boeing,747 family,B747,B744,1,Cologne,at,Cologne,1,DEU,Germany,50.95,6.97,,smoke,,
2007-04-20,departure,"Thomsonfly B757 at Manchester on Apr 29th 2007, bird strikes on takeoff, engine on fire",2007-04-29,Extracted,thomsonfly,boeing,757 family,B757,B757,1,Manchester,at,Manchester,1,GBR,UK,53.48,-2.25,,fire;bird_strike,,
