report_date,descr_stage,report_text,event_date,date_source,assigned_carrier,ac_manufacturer,ac_family,ac_standard_name,ac_reported_name,ac_number_of_ac,geo_loc,geo_loc_ind,geo_loc2,geo_nlocs,geo_iso_code,geo_country,geo_lat,geo_long,descr_part,descr_action,descr_adjective,descr_condition
2014-03-12,,"Air India B773 near Delhi on Mar 10th 2014, transponder failure",2014-03-10,Extracted,india,boeing,777 family,B777,B773,1,Delhi,near,Delhi,1,IND,India,28.67,77.21,,failure,,
2014-03-12,,"Air India Express B738 at Lucknow on Mar 8th 2014, dropped part of nose wheel",2014-03-08,Extracted,air india,boeing,737 family,B737,B738,1,Lucknow,at,Lucknow,1,CAN,Canada,43.95,-81.52,,dropped,,
2014-03-12,,"Air India Express B738 at Lucknow on Mar 8th 2014, dropped part of nose wheel",2014-03-08,Extracted,india express,boeing,737 family,B737,B738,1,Lucknow,at,Lucknow,1,CAN,Canada,43.95,-81.52,,dropped,,
2014-03-12,,"Air India Express B738 at Lucknow on Mar 8th 2014, dropped part of nose wheel",2014-03-08,Extracted,air india express,boeing,737 family,B737,B738,1,Lucknow,at,Lucknow,1,CAN,Canada,43.95,-81.52,,dropped,,
2014-03-12,,"Air India Express B738 at Lucknow on Mar 8th 2014, dropped part of nose wheel",2014-03-08,Extracted,india,boeing,737 family,B737,B738,1,Lucknow,at,Lucknow,1,CAN,Canada,43.95,-81.52,,dropped,,
2014-03-12,,"China Southern B738 at Taipei on Mar 10th 2014, air conditioning problem",2014-03-10,Extracted,china southern,boeing,737 family,B737,B738,1,Taipei,at,Taipei,1,TWN,Taiwan,25.02,121.45,,problem,,
2014-03-12,,"Delta B738 at Minneapolis on Mar 10th 2014, bird strike",2014-03-10,Extracted,delta,boeing,737 family,B737,B738,1,Minneapolis,at,Minneapolis,1,USA,USA,44.96,-93.27,,bird_strike,,
2014-03-12,enroute,"JAL B788 over Pacific on Mar 8th 2014, engine shut down in flight",2014-03-08,Extracted,jal,boeing,787 family,B787,B788,1,Pacific,over,Pacific,1,NA,NA,NA,NA,,shut down,,
2014-03-12,,"Jazz DH8C at Vancouver on Mar 6th 2014, heated cabin",2014-03-06,Extracted,jazz,de_havilland_canada,Dash8 family,Dash8,DH8C,1,Vancouver,at,Vancouver,1,CAN,Canada,49.28,-123.13,,,,
2014-03-12,enroute,"KLM B744 near Frankfurt on Mar 10th 2014, engine shut down in flight",2014-03-10,Extracted,klm,boeing,747 family,B747,B744,1,Frankfurt,near,Frankfurt,1,DEU,Germany,50.12,8.68,,shut down,,
2014-03-12,,"TAP A332 over Atlantic on Mar 9th 2014, engine problem",2014-03-09,Extracted,tap,airbus,A330 family,A332,A332,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,problem,,
2014-03-12,,"United B763 near Indianapolis on Mar 7th 2014, disagreeing altimeter",2014-03-07,Extracted,united,boeing,767 family,B767,B763,1,Indianapolis,near,Indianapolis,1,USA,USA,39.78,-86.15,,disagree,,
2014-03-12,approach,"UPS B744 at Anchorage on Mar 11th 2014, blew tyres and damaged gear doors on landing",2014-03-11,Extracted,ups,boeing,747 family,B747,B744,1,Anchorage,at,Anchorage,1,USA,USA,61.18,-149.19,,blew;damage,,
2014-03-13,,"Jetstar A320 at Queenstown on Jul 16th 2012, descended below minimum safe height",2012-07-16,Extracted,jetstar,airbus,A320 family,A320,A320,1,Queenstown,at,Queenstown,1,ZAF,South Africa,-31.9,26.88,,decsent,,altitude
2014-03-14,departure,"ANA B763 at Tokyo on Mar 13th 2014, suspected tailstrike on departure",2014-03-13,Extracted,ana,boeing,767 family,B767,B763,1,Tokyo,at,Tokyo,1,JPN,Japan,35.67,139.77,,tailstrike,,
2014-03-14,,"Baltic B735 at Riga on Mar 10th 2014, unsafe gear",2014-03-10,Extracted,baltic,boeing,737 family,B737,B735,1,Riga,at,Riga,1,LVA,Latvia,56.97,24.13,,,unsafe,
2014-03-14,,"Brussels RJ1H at Budapest on Mar 10th 2014, flaps problems",2014-03-10,Extracted,brussels,british_aerospace,146 family,BAe146,RJ1H,1,Budapest,at,Budapest,1,HUN,Hungary,47.51,19.08,,problem,,
2014-03-14,,"Delta B763 near Atlanta on Mar 10th 2014, pressurization problems",2014-03-10,Extracted,delta,boeing,767 family,B767,B763,1,Atlanta,near,Atlanta,1,USA,USA,33.76,-84.42,,problem,,
2014-03-14,enroute,"Delta B763 near Los Angeles on Mar 11th 2014, engine shut down in flight",2014-03-11,Extracted,delta,boeing,767 family,B767,B763,1,Los Angeles,near,Los Angeles,1,USA,USA,34.11,-118.41,,shut down,,
2014-03-14,,"Eastern SB20 near Norwich on Mar 10th 2014, hydraulic failure",2014-03-10,Extracted,eastern,saab,SB20 family,SB20,SB20,1,Norwich,near,Norwich,1,GBR,UK,52.65,1.28,,failure,,
2014-03-14,,"Emirates A388 near Dubai on Feb 21st 2014, noisy door",2014-02-21,Extracted,emirates,airbus,A380 family,A380,A388,1,Dubai,near,Dubai,1,ARE,United Arab Emirates,25.27,55.33,,noise,,
2014-03-14,,"Endeavor CRJ2 at Winnipeg on Mar 10th 2014, could not fully retract gear",2014-03-10,Extracted,endeavor,bombardier,CRJ family,CRJ2,CRJ2,1,Winnipeg,at,Winnipeg,1,CAN,Canada,49.88,-97.17,,,,
2014-03-14,,"Juneyao A320 near Jinan on Mar 10th 2014, forward cargo fire indication",2014-03-10,Extracted,NA,airbus,A320 family,A320,A320,1,Jinan,near,Jinan,1,CHN,China,36.67,117,,fire;indication,,
2014-03-14,,"SAS B736 at Oslo on Mar 13th 2014, cracked windshield",2014-03-13,Extracted,sas,boeing,737 family,B737,B736,1,Oslo,at,Oslo,1,NOR,Norway,59.91,10.75,,cracked,,
2014-03-14,,"Thomas Cook B763 near Manchester on Sep 14th 2013, acrid smell in galley",2013-09-14,Extracted,thomas cook,boeing,767 family,B767,B763,1,Manchester,near,Manchester,1,GBR,UK,53.48,-2.25,,smell,,
2014-03-16,,"Brussels A320 near Dijon on Mar 15th 2014, ""unlikely tyre issue""",2014-03-15,Extracted,brussels,airbus,A320 family,A320,A320,1,Dijon,near,Dijon,1,FRA,France,47.33,5.03,,issue,,
2014-03-16,,"Cargolux B744 near Shannon on Mar 14th 2014, cargo fire indication",2014-03-14,Extracted,cargolux,boeing,747 family,B747,B744,1,Shannon,near,Shannon,1,IRL,Ireland,52.7,-8.92,,fire;indication,,
2014-03-16,enroute,"Delta B752 near Atlanta on Mar 16th 2014, dropped upper wing panel in flight",2014-03-16,Extracted,delta,boeing,757 family,B757,B752,1,Atlanta,near,Atlanta,1,USA,USA,33.76,-84.42,,dropped,,
2014-03-17,,"KLM Cityhopper F70 at Amsterdam on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,klm,fokker,F70 family,F70,F70,1,Amsterdam,at,Amsterdam,1,NLD,Netherlands,52.37,4.89,,leak,,
2014-03-17,,"KLM Cityhopper F70 at Amsterdam on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,klm cityhopper,fokker,F70 family,F70,F70,1,Amsterdam,at,Amsterdam,1,NLD,Netherlands,52.37,4.89,,leak,,
2014-03-18,,"Arabia A320 near Mumbai on Mar 16th 2014, cargo smoke indication",2014-03-16,Extracted,arabia,airbus,A320 family,A320,A320,1,Mumbai,near,Mumbai,1,IND,India,19.0886993408,72.8678970337,,indication;smoke,,
2014-03-18,,"Bulgaria E190 at Sofia on Mar 16th 2014, nose wheel steering problem",2014-03-16,Extracted,bulgaria,embraer,EMB190 family,E190,E190,1,Sofia,at,Sofia,1,BGR,Bulgaria,42.69,23.31,,problem,,
2014-03-18,,"Emirates A343 near Lusaka on Mar 14th 2014, cabin pressure problems",2014-03-14,Extracted,emirates,airbus,A340 family,A343,A343,1,Lusaka,near,Lusaka,1,ZMB,Zambia,-15.42,28.29,,pressure;problem,,
2014-03-18,,"Emirates B773 over Atlantic on Mar 16th 2014, toilets inoperative",2014-03-16,Extracted,emirates,boeing,777 family,B777,B773,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,,,
2014-03-18,,"Intersky DH8C at Zurich on Mar 16th 2014, unsafe gear",2014-03-16,Extracted,intersky,de_havilland_canada,Dash8 family,Dash8,DH8C,1,Zurich,at,Zurich,1,CHE,Switzerland,47.38,8.54,,,unsafe,
2014-03-18,,"Intersky DH8C at Zurich on Mar 16th 2014, unsafe gear",2014-03-16,Extracted,sky,de_havilland_canada,Dash8 family,Dash8,DH8C,1,Zurich,at,Zurich,1,CHE,Switzerland,47.38,8.54,,,unsafe,
2014-03-18,,"Sunwing B738 near Helena on Mar 16th 2014, severe turbulence injures 2 flight attendants",2014-03-16,Extracted,sunwing,boeing,737 family,B737,B738,1,Helena,near,Helena,1,USA,United States,46.6068000793457,-111.98300170898438,cabin_crew,injury;turbulence,severe,
2014-03-19,approach;runway,"Britair CRJ7 at Lorient on Oct 16th 2012, overran runway on landing",2012-10-16,Extracted,britair,bombardier,CRJ family,CRJ7,CRJ7,1,Lorient,at,Lorient,1,FRA,France,47.74,-3.37,,overrun,,
2014-03-19,enroute,"Expressjet CRJ7 near Pittsburgh on Mar 14th 2014, engine shut down in flight",2014-03-14,Extracted,expressjet,bombardier,CRJ family,CRJ7,CRJ7,1,Pittsburgh,near,Pittsburgh,1,USA,USA,40.44,-79.98,,shut down,,
2014-03-19,approach,"Laser MD82 at Valencia on Mar 17th 2014, both nose tyres blown on landing",2014-03-17,Extracted,laser,mcdonnell_douglas,MD80 family,MD82,MD82,1,Valencia,at,Valencia,1,VEN,Venezuela,10.23,-67.98,,,,
2014-03-19,enroute,"Shuttle America E170 at Montreal on Mar 13th 2014, engine shut down in flight",2014-03-13,Extracted,shuttle america,embraer,EMB170 family,E170,E170,1,Montreal,at,Montreal,1,CAN,Canada,45.52,-73.57,,shut down,,
2014-03-19,enroute,"Shuttle America E170 at Montreal on Mar 13th 2014, engine shut down in flight",2014-03-13,Extracted,shuttle,embraer,EMB170 family,E170,E170,1,Montreal,at,Montreal,1,CAN,Canada,45.52,-73.57,,shut down,,
2014-03-19,,"United B772 near Houston on Mar 17th 2014, severe turblence injures 3 flight attendants",2014-03-17,Extracted,united,boeing,777 family,B777,B772,1,Houston,near,Houston,1,USA,USA,29.77,-95.39,cabin_crew,injury,severe,
2014-03-19,on_ground,"US Airways E190 at Philadelphia on Mar 18th 2014, sudden stop during push back injures flight attendants",2014-03-18,Extracted,us airways,embraer,EMB190 family,E190,E190,1,Philadelphia,at,Philadelphia,1,USA,USA,40.01,-75.13,cabin_crew,injury,,
2014-03-19,on_ground,"US Airways E190 at Philadelphia on Mar 18th 2014, sudden stop during push back injures flight attendants",2014-03-18,Extracted,us[[:space:]]airways,embraer,EMB190 family,E190,E190,1,Philadelphia,at,Philadelphia,1,USA,USA,40.01,-75.13,cabin_crew,injury,,
2014-03-20,approach;runway,"Aeroflot A321 at Perm on Mar 19th 2014, runway excursion on landing",2014-03-19,Extracted,aeroflot,airbus,A320 family,A321,A321,1,Perm,at,Perm,1,RUS,Russia,58,56.25,,excursion,,
2014-03-20,approach;runway,"Aeroflot A321 at Perm on Mar 19th 2014, runway excursion on landing",2014-03-19,Extracted,lot,airbus,A320 family,A321,A321,1,Perm,at,Perm,1,RUS,Russia,58,56.25,,excursion,,
2014-03-20,,"Air Berlin A333 at Dusseldorf on Aug 15th 2011, fire on board",2011-08-15,Extracted,air berlin,airbus,A330 family,A333,A333,1,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,,fire,,
2014-03-20,,"Air Berlin A333 at Dusseldorf on Aug 15th 2011, fire on board",2011-08-15,Extracted,berlin,airbus,A330 family,A333,A333,1,Dusseldorf,at,Dusseldorf,1,DEU,Germany,51.24,6.79,,fire,,
2014-03-20,enroute,"Kelowna DC10 near Swift Current on Mar 17th 2014, engine shut down in flight",2014-03-17,Extracted,kelowna,mcdonnell_douglas,DC10 family,DC10,DC10,1,Swift Current,near,Swift Current,1,CAN,Canada,50.3,-107.8,,shut down,,
2014-03-20,approach;taxiway;on_ground,"THY B738 at Bodrum on Mar 13th 2014, landed on taxiway",2014-03-13,Extracted,thy,boeing,737 family,B737,B738,1,Bodrum,at,Bodrum,1,TUR,Turkey,37.04,27.43,,,,
2014-03-21,,"AirTran B737 at Atlanta on Mar 19th 2014, cabin did not pressurize",2014-03-19,Extracted,airtran,boeing,737 family,B737,B737,1,Atlanta,at,Atlanta,1,USA,USA,33.76,-84.42,,pressurize,,
2014-03-21,,"El Al B739 at Berlin on Mar 17th 2014, flock of birds",2014-03-17,Extracted,el al,boeing,737 family,B737,B739,1,Berlin,at,Berlin,1,DEU,Germany,52.52,13.38,,bird_strike,,
2014-03-21,enroute,"Military A332[[:space:]]enroute on Feb 9th 2014, interaction between arm-rest and sidestick causes nose dive",2014-02-09,Extracted,NA,NA,NA,NA,NA,0,enroute,enroute,enroute,1,NA,NA,NA,NA,,,,
2014-03-21,departure,"Morningstar B752 at Vancouver on Mar 17th 2014, rejected takeoff",2014-03-17,Extracted,morningstar,boeing,757 family,B757,B752,1,Vancouver,at,Vancouver,1,CAN,Canada,49.28,-123.13,,rejected,,
2014-03-21,,"PIA A313 near Kuala Lumpur on Mar 20th 2014, navigation problem",2014-03-20,Extracted,pia,airbus,A310 family,A310,A313,1,Kuala Lumpur,near,Kuala Lumpur,1,MYS,Malaysia,3.16,101.71,,problem,,
2014-03-21,enroute,"Rossiya A148 at St. Petersburg on Mar 19th 2014, engine shut down in flight",2014-03-19,Extracted,rossiya,antonov,A148,A148,A148,1,St. Petersburg,at,St. Petersburg,1,RUS,Russia,59.742650799072265,30.300400881469727,,shut down,,
2014-03-21,enroute,"Rossiya A148 at St. Petersburg on Mar 19th 2014, engine shut down in flight",2014-03-19,Extracted,rossiya,antonov,A148,A148,A148,1,St. Petersburg,at,St. Petersburg,1,USA,United States,27.83765006,-82.65719991,,shut down,,
2014-03-21,,"Shandong B738 at Hefei on Mar 19th 2014, bird strike",2014-03-19,Extracted,shandong,boeing,737 family,B737,B738,1,Hefei,at,Hefei,1,CHN,China,31.85,117.28,,bird_strike,,
2014-03-21,,"United B764 near Zurich on Mar 20th 2014, minor technical problem",2014-03-20,Extracted,united,boeing,767 family,B767,B764,1,Zurich,near,Zurich,1,CHE,Switzerland,47.38,8.54,,problem,,
2014-03-22,,"Air Canada B763 over Japan on Mar 15th 2014, acrid smell in aft lavatory",2014-03-15,Extracted,air canada,boeing,767 family,B767,B763,1,Japan,over,Japan,1,JPN,Japan,NA,NA,,smell,,
2014-03-22,,"Air Canada B763 over Japan on Mar 15th 2014, acrid smell in aft lavatory",2014-03-15,Extracted,canada,boeing,767 family,B767,B763,1,Japan,over,Japan,1,JPN,Japan,NA,NA,,smell,,
2014-03-22,,"Alaska B737 near Eugene on Mar 20th 2014, galley oven smoking",2014-03-20,Extracted,alaska,boeing,737 family,B737,B737,1,Eugene,near,Eugene,1,USA,USA,44.05,-123.11,,,,
2014-03-22,departure,"Caraibes A332 at Zurich on Mar 20th 2014, rejected takeoff",2014-03-20,Extracted,caraibes,airbus,A330 family,A332,A332,1,Zurich,at,Zurich,1,CHE,Switzerland,47.38,8.54,,rejected,,
2014-03-22,departure,"Everts Air Cargo DC6 at Nuiqsut on Nov 25th 2013, load shift on takeoff",2013-11-25,Extracted,NA,mcdonnell_douglas,DC6 family,DC6,DC6,1,Nuiqsut,at,Nuiqsut,1,USA,United States,70.2099990845,-151.005996704,,load shift,,
2014-03-22,,"Transasia AT72 near Taipei on Jul 1st 2013, overheat air and electrical smoke indication",2013-07-01,Extracted,transasia,atr,AT72 family,AT72,AT72,1,Taipei,near,Taipei,1,TWN,Taiwan,25.02,121.45,,indication;overheat;smoke,,
2014-03-22,,"Westjet B737 at Toronto on Mar 16th 2014, flaps problem, minimum fuel",2014-03-16,Extracted,westjet,boeing,737 family,B737,B737,1,Toronto,at,Toronto,1,CAN,Canada,43.65,-79.38,,problem,,
2014-03-23,approach;runway,"AS Avies JS31 at Pajala on Feb 13th 2013, touched down with nose and right main gear off runway",2013-02-13,Extracted,NA,british_aerospace,Jetstream family,Jetstream,JS31,1,Pajala,at,Pajala,1,SWE,Sweden,67.24559783935547,23.068899154663086,,,,
2014-03-23,,"LAN Argentina A320 near Mendoza on Mar 19th 2014, bomb hoax",2014-03-19,Extracted,lan,airbus,A320 family,A320,A320,1,Mendoza,near,Mendoza,1,ARG,Argentina,-32.89,-68.83,,,,
2014-03-23,,"LAN Argentina A320 near Mendoza on Mar 19th 2014, bomb hoax",2014-03-19,Extracted,lan argentina,airbus,A320 family,A320,A320,1,Mendoza,near,Mendoza,1,ARG,Argentina,-32.89,-68.83,,,,
2014-03-23,,"Malta A320 at Malta on Mar 21st 2014, navigation problem",2014-03-21,Extracted,malta,airbus,A320 family,A320,A320,1,Malta,at,Malta,1,MLT,Malta,35.857498,14.4775,,problem,,
2014-03-24,,"Air France B773 near Paris on Mar 22nd 2014, cargo smoke indication",2014-03-22,Extracted,air france,boeing,777 family,B777,B773,1,Paris,near,Paris,1,FRA,France,48.86,2.34,,indication;smoke,,
2014-03-24,,"Air France B773 near Paris on Mar 22nd 2014, cargo smoke indication",2014-03-22,Extracted,france,boeing,777 family,B777,B773,1,Paris,near,Paris,1,FRA,France,48.86,2.34,,indication;smoke,,
2014-03-24,departure,"Eurowings CRJ9 at Hamburg on Mar 22nd 2014, rejected takeoff",2014-03-22,Extracted,eurowings,bombardier,CRJ family,CRJ9,CRJ9,1,Hamburg,at,Hamburg,1,DEU,Germany,53.55,10,,rejected,,
2014-03-24,departure,"Eurowings CRJ9 at Hamburg on Mar 22nd 2014, rejected takeoff",2014-03-22,Extracted,wings,bombardier,CRJ family,CRJ9,CRJ9,1,Hamburg,at,Hamburg,1,DEU,Germany,53.55,10,,rejected,,
2014-03-24,approach,"Lion B739 at Surabaya on Feb 1st 2014, hard landing",2014-02-01,Extracted,lion,boeing,737 family,B737,B739,1,Surabaya,at,Surabaya,1,IDN,Indonesia,-7.24,112.74,,,hard,
2014-03-25,,"Air Canada Rouge A319 near Toronto on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,air canada,airbus,A320 family,A319,A319,1,Toronto,near,Toronto,1,CAN,Canada,43.65,-79.38,,leak,,
2014-03-25,,"Air Canada Rouge A319 near Toronto on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,canada,airbus,A320 family,A319,A319,1,Toronto,near,Toronto,1,CAN,Canada,43.65,-79.38,,leak,,
2014-03-25,,"Air Canada Rouge A319 near Toronto on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,rouge,airbus,A320 family,A319,A319,1,Toronto,near,Toronto,1,CAN,Canada,43.65,-79.38,,leak,,
2014-03-25,,"Air Canada Rouge A319 near Toronto on Mar 15th 2014, hydraulic leak",2014-03-15,Extracted,canada rouge,airbus,A320 family,A319,A319,1,Toronto,near,Toronto,1,CAN,Canada,43.65,-79.38,,leak,,
2014-03-25,,"British Airways A319 at Amsterdam on Mar 21st 2014, fumes in cockpit",2014-03-21,Extracted,british airways,airbus,A320 family,A319,A319,1,Amsterdam,at,Amsterdam,1,NLD,Netherlands,52.37,4.89,,fumes,,
2014-03-25,,"British Airways A319 at Amsterdam on Mar 21st 2014, fumes in cockpit",2014-03-21,Extracted,british[[:space:]]airways,airbus,A320 family,A319,A319,1,Amsterdam,at,Amsterdam,1,NLD,Netherlands,52.37,4.89,,fumes,,
2014-03-25,approach,"Fiji A332 at Sydney on Mar 18th 2014, hard landing",2014-03-18,Extracted,fiji,airbus,A330 family,A332,A332,1,Sydney,at,Sydney,1,AUS,Australia,-33.87,151.21,,,hard,
2014-03-25,,"Gojet CRJ7 near New York on Mar 22nd 2014, shattered windscreen",2014-03-22,Extracted,gojet,bombardier,CRJ family,CRJ7,CRJ7,1,New York,near,New York,1,USA,USA,40.67,-73.94,,,,
2014-03-25,,"Malaysia A333 near Hong Kong on Mar 23rd 2014, generator failure",2014-03-23,Extracted,malaysia,airbus,A330 family,A333,A333,1,Hong Kong,near,Hong Kong,1,HKG,Hong Kong,22.299136245249997,114.0335770075,,failure;generator,,
2014-03-25,,"Malaysia B738 at Kathmandu on Mar 21st 2014, bird strike",2014-03-21,Extracted,malaysia,boeing,737 family,B737,B738,1,Kathmandu,at,Kathmandu,1,NPL,Nepal,27.71,85.31,,bird_strike,,
2014-03-26,,"Air Canada A320 near Thunder Bay on Mar 20th 2014, hydraulic leak",2014-03-20,Extracted,air canada,airbus,A320 family,A320,A320,1,Thunder Bay,near,Thunder Bay,1,CAN,Canada,48.42,-89.28,,leak,,
2014-03-26,,"Air Canada A320 near Thunder Bay on Mar 20th 2014, hydraulic leak",2014-03-20,Extracted,canada,airbus,A320 family,A320,A320,1,Thunder Bay,near,Thunder Bay,1,CAN,Canada,48.42,-89.28,,leak,,
2014-03-26,,"British Airways A320 at London on Mar 5th 2014, fumes on board",2014-03-05,Extracted,british airways,airbus,A320 family,A320,A320,1,London,at,London,1,GBR,UK,51.52,-0.1,,fumes,,
2014-03-26,,"British Airways A320 at London on Mar 5th 2014, fumes on board",2014-03-05,Extracted,british[[:space:]]airways,airbus,A320 family,A320,A320,1,London,at,London,1,GBR,UK,51.52,-0.1,,fumes,,
2014-03-26,,"Endeavor CRJ2 at Syracuse on Mar 23rd 2014, could not retract nose gear",2014-03-23,Extracted,endeavor,bombardier,CRJ family,CRJ2,CRJ2,1,Syracuse,at,Syracuse,1,USA,USA,43.04,-76.14,,could not retract,,
2014-03-26,,"First Air B732 near Resolute Bay on Aug 20th 2011, impacted terrain",2011-08-20,Extracted,first,boeing,737 family,B737,B732,1,Resolute Bay,near,Resolute Bay,1,CAN,Canada,74.7169036865,-94.9693984985,,impacted,,
2014-03-26,,"First Air B732 near Resolute Bay on Aug 20th 2011, impacted terrain",2011-08-20,Extracted,first air,boeing,737 family,B737,B732,1,Resolute Bay,near,Resolute Bay,1,CAN,Canada,74.7169036865,-94.9693984985,,impacted,,
2014-03-26,approach;runway,"Regional CAE E170 at Verona on Jan 10th 2014, airport vehicle on runway during landing",2014-01-10,Extracted,regional cae,embraer,EMB170 family,E170,E170,1,Verona,at,Verona,1,ITA,Italy,45.44,10.99,,,,
2014-03-26,,"Sunstate DH8D near Brisbane on Mar 24th 2014, lavatory fire indication",2014-03-24,Extracted,sunstate,de_havilland_canada,Dash8 family,Dash8,DH8D,1,Brisbane,near,Brisbane,1,AUS,Australia,-27.46,153.02,,fire;indication,,
2014-03-26,,"United B739 at Denver on Jul 31st 2012, bird strike causes loss of airspeed indications",2012-07-31,Extracted,united,boeing,737 family,B737,B739,1,Denver,at,Denver,1,USA,USA,39.77,-104.87,,bird_strike;indication,,speed
2014-03-26,,"Westjet B737 near Winnipeg on Mar 21st 2014, smoke in cabin",2014-03-21,Extracted,westjet,boeing,737 family,B737,B737,1,Winnipeg,near,Winnipeg,1,CAN,Canada,49.88,-97.17,,smoke,,
2014-03-26,enroute,"Wideroe DH8A near Floro on Mar 24th 2014, engine shut down in flight",2014-03-24,Extracted,wideroe,de_havilland_canada,Dash8 family,Dash8,DH8A,1,Floro,near,Floro,1,NOR,Norway,61.6,5.03,,shut down,,
2014-03-27,approach,"Lufthansa A346 at Tokyo on Mar 18th 2014, hard landing",2014-03-18,Extracted,lufthansa,airbus,A340 family,A346,A346,1,Tokyo,at,Tokyo,1,JPN,Japan,35.67,139.77,,,hard,
2014-03-27,runway,"Trans States E145 at Ottawa on Sep 4th 2011, runway excursion, main gear collapse",2011-09-04,Extracted,trans states,embraer,EMB135 family,E145,E145,1,Ottawa,at,Ottawa,1,CAN,Canada,45.42,-75.71,,collapse;excursion,,
2014-03-28,,"American B752 at Dallas on Mar 25th 2014, door and pressure problems",2014-03-25,Extracted,american,boeing,757 family,B757,B752,1,Dallas,at,Dallas,1,USA,USA,32.79,-96.77,,pressure;problem,,
2014-03-28,,"Finnair A319 at Brussels on Mar 25th 2014, hydraulic failure",2014-03-25,Extracted,finnair,airbus,A320 family,A319,A319,1,Brussels,at,Brussels,1,BEL,Belgium,50.83,4.33,,failure,,
2014-03-28,,"Jetblue A320 at Westchester on Mar 28th 2014, bird strike",2014-03-28,Extracted,jetblue,airbus,A320 family,A320,A320,1,Westchester,at,Westchester,1,NA,NA,NA,NA,,bird_strike,,
2014-03-28,,"Jetblue A320 at Westchester on Mar 28th 2014, bird strike",2014-03-28,Extracted,blue,airbus,A320 family,A320,A320,1,Westchester,at,Westchester,1,NA,NA,NA,NA,,bird_strike,,
2014-03-28,departure,"Swiss RJ1H at London on Mar 27th 2014, rejected takeoff",2014-03-27,Extracted,swiss,british_aerospace,146 family,BAe146,RJ1H,1,London,at,London,1,GBR,UK,51.52,-0.1,,rejected,,
2014-03-29,on_ground,"Aeromar AT42 at Lazaro Cardenas on Mar 28th 2014, smoking brakes during line up",2014-03-28,Extracted,aeromar,atr,AT42 family,AT42,AT42,1,Lazaro Cardenas,at,Lazaro Cardenas,1,MEX,Mexico,17.95,-102.18,,,,
2014-03-29,,"Iberia A346 over Atlantic on Nov 23rd 2013, unreliable airspeed",2013-11-23,Extracted,iberia,airbus,A340 family,A346,A346,1,Atlantic,over,Atlantic,1,NA,NA,NA,NA,,,unreliable,speed
2014-03-29,,"United B753 at Honolulu on Mar 30th 2014, smell on board",2014-03-30,Extracted,united,boeing,757 family,B757,B753,1,Honolulu,at,Honolulu,1,USA,USA,21.32,-157.8,,smell,,
2014-04-01,departure,"SAS A320 at Copenhagen on Mar 30th 2014, rejected takeoff",2014-03-30,Extracted,sas,airbus,A320 family,A320,A320,1,Copenhagen,at,Copenhagen,1,DNK,Denmark,55.68,12.57,,rejected,,
2014-04-01,approach,"SCAT B752 at Astana on Apr 1st 2014, all left main tyres deflated on landing",2014-04-01,Extracted,scat,boeing,757 family,B757,B752,1,Astana,at,Astana,1,KAZ,Kazakhstan,51.17,71.47,,,,
2014-04-02,enroute,"Air Canada B773 enroute on Feb 11th 2014, fuel scavenge problem leads to minimum fuel",2014-02-11,Extracted,air canada,boeing,777 family,B777,B773,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,problem,,
2014-04-02,enroute,"Air Canada B773 enroute on Feb 11th 2014, fuel scavenge problem leads to minimum fuel",2014-02-11,Extracted,canada,boeing,777 family,B777,B773,1,enroute,enroute,enroute,1,NA,NA,NA,NA,,problem,,
2014-04-02,,"Avianca F100 at Campo Grande and Cuiaba on Mar 30th 2014, unsafe gear due to bird strike",2014-03-30,Extracted,avianca,fokker,F100 family,F100,F100,1,Campo Grande and Cuiaba,at,Campo Grande and Cuiaba,1,NA,NA,NA,NA,,bird_strike,unsafe,
2014-04-02,,"Canadian North DH8A near Iqaluit on Mar 27th 2014, hydraulic failure",2014-03-27,Extracted,canadian north,de_havilland_canada,Dash8 family,Dash8,DH8A,1,Iqaluit,near,Iqaluit,1,CAN,Canada,63.74,-68.55,,failure,,
2014-04-02,,"Condor B763 near Budapest on Apr 1st 2014, electrical problem",2014-04-01,Extracted,condor,boeing,767 family,B767,B763,1,Budapest,near,Budapest,1,HUN,Hungary,47.51,19.08,,problem,,
2014-04-02,enroute,"Jazz DH8D at Vancouver on Mar 31st 2014, engine shut down in flight",2014-03-31,Extracted,jazz,de_havilland_canada,Dash8 family,Dash8,DH8D,1,Vancouver,at,Vancouver,1,CAN,Canada,49.28,-123.13,,shut down,,
2014-04-02,,"Republic E170 at Washington on Mar 31st 2014, bird strike",2014-03-31,Extracted,republic,embraer,EMB170 family,E170,E170,1,Washington,at,Washington,1,USA,USA,38.91,-77.02,,bird_strike,,
2014-04-02,,"Southwest B733 at Washington on Mar 30th 2014, bird strike",2014-03-30,Extracted,southwest,boeing,737 family,B737,B733,1,Washington,at,Washington,1,USA,USA,38.91,-77.02,,bird_strike,,
