orig_text,reporting_date
"Avianca Ecuador A319 near Guayaquil on Dec 23rd 2018, almost complete electrical failure",2019-01-05
"Azul AT72 near Maceio on Dec 22nd 2018, noise, sparks and smoke in cockpit",2019-01-05
"PSA CRJ2 at Mobile on Jan 3rd 2019, unsafe gear",2019-01-05
"PSA CRJ2 near Raleigh Durham on Jan 4th 2019, fuel imbalance",2019-01-05
"Republic E175 near New York on Jan 4th 2019, too hot a coffee",2019-01-05
"Spicejet B38M near Varanasi on Jan 6th 2019, engine shut down in flight",2019-01-05
"Azur B763 near Shannon on Jan 6th 2019, lost loos",2019-01-07
"India Express B738 at Mumbai on Jan 6th 2019, hydraulic failure",2019-01-07
"Sriwijaya B738 at Dili on Jan 7th 2019, flaps problem",2019-01-07
"THY B738 at Lviv on Jan 6th 2019, runway excursion during backtrack",2019-01-07
"ANA A21N at Tokyo on Jan 5th 2019, bird strike",2019-01-08
"Fly540 DH8C at Eldoret on Dec 29th 2018, main wheel separated on landing",2019-01-08
"Jetstar B788 over Pacific on Jan 6th 2019, anti-ice failure",2019-01-08
"KLM B744 at Amsterdam on Jan 7th 2019, suspected bird strike",2019-01-08
"Sunexpress Deutschland B738 near Munich on Jan 6th 2019, smoke in cockpit",2019-01-08
"Delta MD88 near Knoxville on Jan 7th 2019, aircraft handling problems",2019-01-09
"Flybondi B738 at Asuncion and Buenos Aires on Dec 28th 2018, burst tyre on departure",2019-01-09
"Sriwijaya B738 at Dili on Dec 15th 2018, compressor stalls on departure",2019-01-09
"TAAG B773 at Sao Paulo on Jan 6th 2019, bird strike",2019-01-09
"Easyjet A320 at Liverpool on Jun 24th 2018, flaps instead gear up",2019-01-10
"Jazz CRJ2 at Montreal on Jan 1st 2019, runway exursion on landing",2019-01-10
"Scoot B788 near Singapore on Jan 8th 2019, weather radar fault",2019-01-10
"Silk A320 at Chiang Mai on Jan 8th 2019, cracked windshield",2019-01-10
"Sunwing B738 at Punta Cana on Jan 2nd 2019, TCAS RA on final approach",2019-01-10
"American A320 near Fort Lauderdale on Jan 10th 2019, fumes on board",2019-01-11
"bmi E145 at Bristol on Dec 22nd 2017, runway excursion on landing",2019-01-11
"Cathay Pacific B773 at Auckland on Jan 10th 2019, bird strikes",2019-01-11
"China Southern A321 near Shenzhen on Jan 9th 2019, loss of communication",2019-01-11
"GoAir A20N at Mumbai on Jan 10th 2019, engine vibrations",2019-01-11
"KLM B772 at Osaka on Sep 23rd 2017, dropped panel on climb out",2019-01-11
"Westjet B737 enroute and near Vancouver on Oct 5th 2018, burning smell in cabin",2019-01-11
"Jazz DH8A at Timmins on Dec 5th 2018, could not retract right main gear",2019-01-12
"Mesa CRJ9 at Columbia on Jan 11th 2019, runway excursion on vacating the runway",2019-01-12
"Oman B788 near Istanbul on Jan 10th 2019, cracked windshield",2019-01-12
"Rossiya SLO T214 at Ulyanovsk on Jan 11th 2019, could not retract gear",2019-01-12
"Rusline CRJ1 at Moscow on Jan 11th 2019, door indication",2019-01-12
"United A320 at Spokane on Jan 11th 2019, bird strike",2019-01-12
"Azul E190 at Rio de Janeiro on Jan 10th 2019, brakes problem",2019-01-13
"Brussels A320 at Brussels on Jan 12th 2019, steering failure",2019-01-13
"Red Wings A320 enroute on Jan 13th 2019, light show with pinball sounds",2019-01-13
"Wideroe E290 at Vienna on Jan 11th 2019, cabin did not properly pressurize",2019-01-13
"Canada A319 at Vancouver on Dec 19th 2018, smoke and odour in cockpit",2019-01-14
"SAS B738 at Alesund on Jan 13th 2019, tail scrape on departure",2019-01-14
"Tunis B736 at Djerba on Jan 12th 2019, weather radar failure",2019-01-14
"Emirates B773 at Cairo on Jan 12th 2019, rejected takeoff due to unattended vehicle on runway",2019-01-15
"Etihad B773 at Manchester on Jan 14th 2019, problem with cabin pressurization",2019-01-15
"PSA CRJ2 at Washington on Jan 14th 2019, gear disagree after departure",2019-01-15
"Travel Service B739 at Moscow on Jan 13th 2019, runway excursion during line up closes both runways",2019-01-15
"Canada B38M near Vancouver on Dec 29th 2018, failure of wing anti-ice",2019-01-16
"Cargolux B748 at Kuala Lumpur on Jan 16th 2019, smoke and fire in cockpit",2019-01-16
"Cathay Dragon A320 at Hong Kong on Jan 13th 2019, navigation problems",2019-01-16
"Delta MD88 at Baltimore on Jan 12th 2019, engine problem",2019-01-16
"Ethiopian B737 at Johannesburg on Jan 14th 2019, one tyre deflated on landing",2019-01-16
"Iceland B752 near Glasgow on Jan 14th 2019, burning odour in cabin",2019-01-16
"Iran A30B at Mashad on Jan 14th 2019, engine shut down in flight",2019-01-16
"Nouvel A320 at Djerba on Jan 15th 2019, IRS failure",2019-01-16
"Ethiopian B772 over Indonesia on Jan 14th 2019, air space violation",2019-01-17
"Flair B734 near Vancouver on Dec 29th 2018, turbulence causes 14 passengers become ill",2019-01-17
"Flybe DH8D near Belfast on Jan 14th 2019, door indication",2019-01-17
"Gol B738 at Rio de Janeiro on Jan 15th 2019, engine shut down in flight",2019-01-17
"PSA CRJ2 at Watertown on Jan 15th 2019, configuration problem",2019-01-17
"ANA B788 at Osaka on Jan 17th 2019, both engines rolled back after landing",2019-01-18
"ANZ A320 at Dunedin on Jan 16th 2019, unsafe gear",2019-01-18
"Azul AT72 near Londrina on Jan 16th 2019, engine shut down in flight",2019-01-18
"Iberia A346 near Bogota on Jan 17th 2019, engine shut down in flight",2019-01-18
"Nordstar B733 at Norilsk on Jan 17th 2019, burning odour, smoke detector activated",2019-01-18
"Nordwind B738 at Ekaterinburg on Jan 17th 2019, cabin did not pressurize",2019-01-18
"Taban MD88 at Karaj on Nov 16th 2018, went around from very low height at wrong airport",2019-01-18
"Virgin Atlantic A333 near London on Jan 17th 2019, engine oil quantity",2019-01-18
"Westjet Encore DH8D near Edmonton on Jan 6th 2019, dual generator failure",2019-01-18
"Eurowings A320 at Dusseldorf on Jul 23rd 2018, during initial climb near collision with ultra light aircraft",2019-01-19
"Jetstar A321 at Melbourne on Oct 29th 2015, difficulty to rotate aircraft for takeoff",2019-01-19
"Orange2Fly A320 at Pristina on Dec 2nd 2017, severe hard landing at 3.04G",2019-01-19
"Southwest B738 at Omaha on Jan 18th 2019, overran runway on landing",2019-01-19
"Trans Capital DHC7 near Baidoa on Jan 8th 2019, engine shut down in flight",2019-01-19
"Westjet B737 at Calgary on Jun 14th 2018, actual fire in cargo hold",2019-01-19
"Brussels A333 near Faro on Jan 20th 2019, engine vibrations",2019-01-20
"United B739 at Chicago on Jan 19th 2019, overran runway on landing",2019-01-20
"Aeroflot B738 at Moscow on Jan 21st 2019, runway excursion while vacating the runway",2019-01-22
"Jetblue A321 at Fort Lauderdale on Jan 20th 2019, rejected takeoff due to gear indication",2019-01-22
"Transat B738 at Fort Lauderdale on Jan 12th 2019, engine overheat",2019-01-22
"Vietjet A21N at Banmethuot on Nov 29th 2018, both nose wheels separated on landing",2019-01-22
"Air France B772 at Paris on May 22nd 2015, 100 tons missing in inserted takeoff weight",2019-01-23
"American A321 at Tampa on Jan 21st 2019, bird strike",2019-01-23
"British Airways A388 over Atlantic on Jan 21st 2019, LiOn battery suffers thermal runaway",2019-01-23
"Canada B38M at Palm Springs on Jan 13th 2019, rejected takeoff due to door indication",2019-01-23
"KLM B789 at San Francisco on Jan 21st 2019, rejected takeoff on dispatch instruction",2019-01-23
"PIA B772 at Peshawar on Jan 22nd 2019, bird strike",2019-01-23
"Delta A320 at New York on Jan 21st 2019, flaps problem",2019-01-24
"LOT DH8D at Poznan on Jan 16th 2019, engine shut down in flight",2019-01-24
"Lufthansa A320 at Munich on Jan 21st 2019, strong acid odour in cockpit",2019-01-24
"Yakutia B738 at Neryungri on Dec 11th 2018, rejected takeoff after tailstrike",2019-01-24
"American B738 at Dallas on Jan 23rd 2019, hydraulic leak",2019-01-25
"Flybe DH8D at Birmingham on Jan 22nd 2019, nose wheel steering problem",2019-01-25
"France B773 over Atlantic on Jan 24th 2019, burning odour on board",2019-01-25
"Westjet Encore DH8D enroute on Jan 17th 2019, door indication",2019-01-25
"ANZ A320 over Tasman Sea on Jan 24th 2019, first officer incapacitated",2019-01-26
"Hawaiian A332 over Pacific on Jan 24th 2019, flight attendant dies in flight",2019-01-26
"LATAM Chile B763 near Rio de Janeiro on Jan 26th 2019, bird strike",2019-01-26
"Lufthansa Cityline CRJ9 at Zurich on Jan 26th 2019, could not retract landing gear",2019-01-27
"UTAir B735 at Moscow on Jan 27th 2019, electrical problems",2019-01-27
"US-Bangla DH8D at Kathmandu on Mar 12th 2018, landed across the runway and fell down slope",2019-01-28
"Aeroflot A333 at Moscow on Jan 25th 2019, could not retract gear",2019-01-29
"CSA A319 at Bucharest and Prague on Oct 8th 2018, floor vibrations near cockpit and galley",2019-01-29
"Hawaiian A332 at Tokyo on Jan 28th 2019, runway incursion",2019-01-29
"Swiss A321 near Malaga on Aug 17th 2016, near collision with military aircraft",2019-01-29
"TAROM AT45 at Bucharest on Jan 28th 2019, smell of oil on board",2019-01-29
"Wizz A320 at Bucharest on Jan 25th 2019, brakes problem and several warning messages",2019-01-29
"Argentinas B38M near Cordoba on Dec 14th 2018, engine vibrations as result of weather",2019-01-30
"British Airways B744 near Moncton on Jan 21st 2019, smoke in cockpit",2019-01-30
"Commut E145 at Greenville on Jan 28th 2019, smoke detector activated",2019-01-30
"India A321 at Tirupati on Jan 29th 2019, foreign object damage during departure",2019-01-30
"Logan SB20 near Isle of Man on Jan 28th 2019, cracked windshield",2019-01-30
"Avianca A319 near Bogota on Jan 27th 2019, hail strike",2019-01-31
"Avianca A332 near Salta on Jun 4th 2016, turbulence injures 11",2019-01-31
"Jetblue A320 near Orlando on Jan 30th 2019, fumes on board",2019-01-31
"SA Airlink E135 near Windhoek on Jan 28th 2019, cabin did not pressurize",2019-01-31
"Scoot B789 near Darwin on Jan 29th 2019, cracked windshield",2019-01-31
"Southern Air B734 at Cincinnati on Jan 30th 2019, hydraulic failure",2019-01-31
"TUI B38M near Chania on Jan 29th 2019, engine problem",2019-01-31
"Aeroflot A320 at Rome on Jan 30th 2019, lightning strike",2019-02-01
"American B752 near Guayaquil on Jan 29th 2019, hydraulic problem",2019-02-01
"Copa B738 at Panama City on Jan 31st 2019, bird strike",2019-02-01
"Norra AT72 at Tallinn on Jan 30th 2019, overheating relay in cockpit",2019-02-01
"Canada A320 near Colorado Springs on Jan 27th 2019, engine rolled back in mountain wave",2019-02-02
"Jetblue A321 at Los Angeles on Jan 31st 2019, lightning strike",2019-02-02
"Southwest B737 at Hartford on Feb 1st 2019, cabin did not pressurize",2019-02-02
"Transat B738 near Pittsburgh on Jan 31st 2019, loss of cabin pressure",2019-02-02
"United B738 at San Jose on Feb 1st 2019, engine shut down in flight",2019-02-02
"Virgin Australia B738 near Newcastle on Feb 1st 2019, cargo smoke indication",2019-02-02
"Alitalia A332 at Seoul on Feb 1st 2019, rejected takeoff due to engine problem",2019-02-04
"GoAir A320 at Delhi on Jun 21st 2017, bird strike, wrong engine shut down and restarted",2019-02-04
"Transavia B737 at Amsterdam on Feb 1st 2019, navigation system problems",2019-02-04
"Germania A321 at Nuremberg on Feb 3rd 2019, smoke in cockpit",2019-02-05
"Inuit DH8C near Montreal on Jan 17th 2019, prop feathered in flight",2019-02-05
"United B763 at Geneva on Feb 3rd 2019, rejected takeoff due to bird strike",2019-02-05
"American B738 at Miami on Feb 4th 2019, smoke in cabin",2019-02-06
"Transat A321 at Quebec City on Jan 24th 2019, passengers become ill during de-icing",2019-02-06
"FlyEgypt B738 near Cairo on Feb 5th 2019, smell of smoke",2019-02-07
"GoAir A20N near Ahmedabad on Feb 6th 2019, engine vibrations",2019-02-07
"LATAM Brazil A321 at Brasilia on Feb 5th 2019, hail strike",2019-02-07
"THY A333 near Ashgabat on Feb 6th 2019, cracked windshield",2019-02-07
"First AT42 near Yellowknife on Feb 1st 2019, loss of cabin pressure",2019-02-08
"Flybe DH8D near Birmingham on Feb 7th 2019, engine shut down in flight",2019-02-08
"Skywest CRJ9 at Salt Lake City on Feb 6th 2019, rejected takeoff due to lavatory smoke indication",2019-02-08
"India B788 at London on Feb 7th 2019, cracked windshield",2019-02-09
"PenAir SB20 near King Salmon on Feb 7th 2019, engine shut down in flight",2019-02-09
"Qantas A388 at London on Feb 7th 2019, cargo door indication",2019-02-09
"Total Cargo B722 at Curitiba on Feb 8th 2019, engine damage at touchdown",2019-02-09
"Aeroflot SU95 near Minsk on Feb 9th 2019, hydraulic failure",2019-02-10
"British Airways A388 at London on Feb 8th 2019, could not fully retract flaps",2019-02-10
"Aeromexico B788 near Isle of Man on Feb 9th 2019, air conditioning problem",2019-02-11
"Canada A320 near Vancouver on Jan 18th 2019, hydraulic leak",2019-02-11
"Delta MD88 at Atlanta on Feb 10th 2019, engine shut down in flight",2019-02-12
"Flydubai B738 at Dubai on Feb 10th 2019, charred bird",2019-02-12
"Jazz DH8D at Toronto on Jan 25th 2019, engine door sneaked off",2019-02-12
"American B38M near San Juan on Feb 12th 2019, hydraulic failure",2019-02-13
"Envoy E135 at Dallas on Feb 11th 2019, trim and autopilot failure",2019-02-13
"Indigo A320 near Yangon on Feb 12th 2019, engine shut down in flight",2019-02-13
"Rusline CRJ2 at Voronezh on Feb 13th 2019, runway excursion during taxi",2019-02-13
"American A319 near Montgomery on Feb 12th 2019, engine problems",2019-02-14
"ATA MD83 at Isfahan on Jan 21st 2018, runway incursion",2019-02-14
"Canada A321 near Toronto and Vancouver on Jan 31st 2019, ELACerrate",2019-02-14
"Georgian CRJ1 near Toronto on Jan 11th 2019, unreliable airspeeds and altitudes",2019-02-14
"PSA CRJ9 near Tri-Cities on Feb 11th 2019, door indication",2019-02-14
"Emirates A388 at London and Manchester on Feb 8th 2019, fuel emergency",2019-02-15
"Jazz DH8D near Vancouver on Feb 4th 2019, hissing sound precedes loss of cabin pressure",2019-02-15
"Juneyao A320 at Okinawa on Mar 18th 2018, commenced takeoff without clearance, high risk of collision on runway",2019-02-15
"Lufthansa Cityline CRJ9 at Munich on Feb 13th 2019, fuel pressure problems",2019-02-15
"TUI Airways B789 at London on Jul 6th 2018, deteriorating flight controls",2019-02-15
"Aerolineas B738 at Bariloche on Feb 13th 2017, tail strike on go-around",2019-02-16
"Canada B38M over Pacific on Jan 28th 2019, engine oil issues",2019-02-16
"Jazz CRJ2 at Moncton on Jan 23rd 2019, one wing stalled 10 feet above runway",2019-02-16
"Qantas B738 near Cairns on Feb 10th 2019, burning odour in the flight deck",2019-02-16
"Spirit A320 at Guayaquil on Feb 16th 2019, engine shut down in flight",2019-02-16
"Thai B773 at London on Feb 13th 2019, cargo door indication",2019-02-16
"TUI Nederland B763 near Paris on Feb 15th 2019, fuel leak",2019-02-16
"Azul Cargo B734 enroute on Feb 15th 2019, foreign object damage to vertical stabilizer",2019-02-17
"Lion B738 at Pontianak on Feb 16th 2019, overran runway on landing",2019-02-17
"Southwest B738 near Providence on Feb 15th 2019, lightning strike",2019-02-17
"United B763 at Amsterdam on Feb 16th 2019, rejected takeoff",2019-02-17
"British Airways A319 near London on Feb 8th 2019, burning odour in cockpit",2019-02-18
"LATAM Brasil A321 at Sao Paulo on Feb 17th 2019, engine problem",2019-02-18
"Porter DH8D near Scranton on Feb 7th 2019, engine shut down in flight",2019-02-18
"Virgin Atlantic A346 at Atlanta on Feb 16th 2019, pressurization issue",2019-02-18
"Canada E190 at Boston on Feb 8th 2019, hard landing",2019-02-19
"SriLankan A332 at Chennai on Feb 17th 2019, burst tyre on landing",2019-02-19
"United B763 at Amsterdam on Feb 16th 2019, flaps problem",2019-02-19
"UPS B763 near Goose Bay on Feb 7th 2019, multiple system failures",2019-02-19
"Delta MD90 at Milwaukee on Feb 19th 2019, lightning strike causes engine vibrations",2019-02-20
"TAM A320 at Brasilia on Apr 8th 2015, touched down before runway during go around",2019-02-20
"Atlas B744 at Nuremberg on Feb 20th 2019, technical problem",2019-02-21
"Delta B763 near Anchorage on Feb 19th 2019, full house",2019-02-21
"Jazz CRJ2 at Bagotville on Feb 8th 2019, runway excursion after landing",2019-02-21
"Satena AT42 at Quibdo Bogota on Feb 20th 2019, tyre damage on departure",2019-02-21
"Alliance AT72 at Diu on Jan 26th 2019, tail strike on landing",2019-02-22
"Avianca A319 at Rio de Janeiro on Jul 19th 2017, EGPWS warning on RNAV approach",2019-02-22
"Canada A333 at Geneva on Feb 10th 2019, black smoke from engine due to hydraulic fault",2019-02-22
"Smartwings B738 at Winnipeg on Jan 29th 2019, engine shut down in flight",2019-02-22
"Southwest B738 at Fort Lauderdale and Orlando on Feb 21st 2019, tyre damage on departure",2019-02-22
"Volaris A320 at Los Angeles on Feb 17th 2019, luggage cart hits aircraft during line up",2019-02-22
"Envoy E145 near Bentonville on Feb 21st 2019, smoke in cockpit",2019-02-23
"Norwegian B38M near Shiraz on Dec 14th 2018, engine shut down in flight",2019-02-23
"Lufthansa B744 at Rio de Janeiro on Feb 20th 2019, flaps problem",2019-02-24
"Mesa E175 near San Luis Potosi on Feb 10th 2019, problems with cabin pressure",2019-02-24
"Biman B738 near Dhaka on Feb 24th 2019, attempted hijack",2019-02-25
"Aeromexico Connect E190 at Durango on Jul 31st 2018, veered off and overran runway after failed takeoff and burst into flames",2019-02-26
"Delta A319 at New York on Feb 24th 2019, severe turbulence on short final",2019-02-26
"Endeavor CRJ2 at New York on Feb 25th 2019, wing damage possibly by jet blast of previous departing aircraft",2019-02-26
"Lufthansa A333 near Knock on Feb 24th 2019, IRS problems",2019-02-26
"Vistara A320 at Kolkata on Feb 25th 2019, engine shut down in flight",2019-02-26
"Alaska A320 near Seattle on Feb 26th 2019, odour on board",2019-02-27
"British Airways A20N near London on Feb 25th 2019, cargo smoke indication",2019-02-27
"Indigo A20N at Chennai on Jan 3rd 2019, engine shut down in flight",2019-02-27
"Pobeda B738 at Moscow on Feb 21st 2019, tail scrape on landing",2019-02-27
"Southwest B737 at Hartford on Feb 25th 2019, wing tip strike on landing",2019-02-27
"American B738 at Hartford on Feb 26th 2019, odour on board",2019-02-28
"Austrian A319 at Milan on Feb 25th 2019, strange smell in cabin",2019-02-28
"Canada B789 at Toronto on Feb 10th 2019, fuelitis",2019-02-28
"Indigo A20N at Lucknow on Jan 21st 2019, engine vibrations",2019-02-28
"Jetblue A320 at Santo Domingo on Feb 25th 2019, hydraulic failure",2019-02-28
"Ural A320 at Barnaul on Feb 12th 2019, platform of stairs collapses during boarding",2019-02-28
"Vietnam A21N near Lahore on Feb 6th 2019, engine shut down in flight",2019-02-28
"Air Austral B788 near Naples on Feb 27th 2019, engine problem",2019-03-01
"Alaska B739 near Minneapolis on Feb 27th 2019, smell of burning plastics on board",2019-03-01
"Canada A333 at Toronto on Feb 20th 2019, multiple system faults",2019-03-01
"Canada Rouge B763 at Toronto on Feb 14th 2019, bird strike",2019-03-01
"CSA A333 near Kazan on Feb 23rd 2019, fuel imbalance",2019-03-01
"Danu AT42 near Billund on Mar 17th 2016, right engine fire alert, left engine compressor stall on approach",2019-03-01
"Expressjet CRJ2 at Lexington on Feb 27th 2019, bird strike",2019-03-01
"KLM B744 at Los Angeles on Feb 25th 2019, rejected takeoff due to disobedient engine",2019-03-01
"SA Airlink E135 at Kasane on Feb 26th 2019, bird strike",2019-03-01
"United B752 over Atlantic on Feb 28th 2019, cracked windshield",2019-03-01
"UTAir B735 at Ufa on Feb 28th 2019, engine shut down in flight",2019-03-01
"Vistara A20N at Hyderabad on Feb 25th 2019, engine shut down in flight",2019-03-01
"Air Austral B788 near Naples on Feb 27th 2019, engine problem",2019-03-01
"Alaska B739 near Minneapolis on Feb 27th 2019, smell of burning plastics on board",2019-03-01
"Canada A333 at Toronto on Feb 20th 2019, multiple system faults",2019-03-01
"Canada Rouge B763 at Toronto on Feb 14th 2019, bird strike",2019-03-01
"CSA A333 near Kazan on Feb 23rd 2019, fuel imbalance",2019-03-01
"Danu AT42 near Billund on Mar 17th 2016, right engine fire alert, left engine compressor stall on approach",2019-03-01
"Expressjet CRJ2 at Lexington on Feb 27th 2019, bird strike",2019-03-01
"KLM B744 at Los Angeles on Feb 25th 2019, rejected takeoff due to disobedient engine",2019-03-01
"SA Airlink E135 at Kasane on Feb 26th 2019, bird strike",2019-03-01
"United B752 over Atlantic on Feb 28th 2019, cracked windshield",2019-03-01
"UTAir B735 at Ufa on Feb 28th 2019, engine shut down in flight",2019-03-01
"Vistara A20N at Hyderabad on Feb 25th 2019, engine shut down in flight",2019-03-01
"Biman DH8D at Sylhet on Mar 1st 2019, burst tyre on departure",2019-03-02
"Envoy E145 at Chicago on Mar 1st 2019, unexpected turn on departure causes loss of separation",2019-03-02
"THY B738 near Odessa on Feb 28th 2019, hydraulic failure",2019-03-02
"TUI Belgium B738 at Varadero and Ottawa on Feb 18th 2019,  hydraulic failure",2019-03-02
"Delta A321 at Washington on Mar 1st 2019, engine trouble",2019-03-03
"Saha B703 at Fath  on Jan 14th 2019, landed at wrong airport",2019-03-03
"Skywest CRJ9 at Detroit on Mar 1st 2019, rejected takeoff due to smoke on board",2019-03-03
"Swiftair B734 at Ljubljana on Feb 28th 2019, aft service door open indication",2019-03-03
"MHS D328 at Mannheim on Sep 8th 2018, near collision with private aircraft",2019-03-04
"Uzbekistan B763 at St. Petersburg on Mar 2nd 2019, runway excursion while vacating",2019-03-04
"British Airways B772 near Boston on Mar 3rd 2019, odour in aft cabin, smoke on board",2019-03-05
"Brussels A332 over Algeria and Belgium on Dec 11th 2018, engine restarted after failure, other engine repeatedly restarted on approach",2019-03-05
"Eurowings A319 near Toulouse on Mar 2nd 2019, cracked windshield",2019-03-05
"Horizon E175 near Seattle on Mar 2nd 2019, pilot incapacitated",2019-03-05
"Qantas B738 near Adelaide on Mar 5th 2019, cabin pressure problems",2019-03-05
"Air China B773 near Anadyr on Mar 4th 2019, cargo smoke indication",2019-03-06
"Allegiant A320 near Saint Petersburg on Mar 5th 2019, hydraulic fault",2019-03-06
"China Southern B738 at Zhuhai on Mar 5th 2019, rejected takeoff due to engine and APU fire indications",2019-03-06
"France A388 at Miami on Mar 3rd 2019, rejected takeoff due to brakes",2019-03-06
"TAP A320 near Lisbon on Mar 5th 2019, hydraulic leak",2019-03-06
"United B739 near Denver on Mar 4th 2019, engine shut down in flight",2019-03-06
"Ameristar MD83 at Detroit on Mar 8th 2017, overran runway after rejected takeoff due to elevator malfunction",2019-03-07
"Flybondi B738 at Buenos Aires on Mar 4th 2019, gear problem on departure",2019-03-07
"India B788 at Delhi on Mar 6th 2019, cabin pressure problems",2019-03-07
"MEA A320 at Beirut or Abu Dhabi on Mar 5th 2019, bird strike",2019-03-07
"Westjet B737 at Toronto on Feb 25th 2019, during departure outclimbed fire vehicle on runway",2019-03-07
"Alaska B739 near Spokane on Mar 6th 2019, captain unwell",2019-03-08
"Easyjet A320 at Glasgow on Mar 7th 2019, suspected hydraulic leak",2019-03-08
"Etihad B772 near Bahrain on Sep 27th 2017, captain incapacitated and dies",2019-03-08
"LATAM Brasil A320 at Brasilia on Mar 7th 2019, bird strike",2019-03-08
"LATAM Cargo Brasil B763 at Sao Paulo on Mar 1st 2019, flaps panel stayed home",2019-03-08
"India A319 near Lucknow on Mar 7th 2019, engine problem",2019-03-09
"Nordstar AT42 at Turukhansk on Mar 8th 2019, runway excursion on landing",2019-03-09
"Ethiopian B788 near Jeddah on Mar 5th 2019, ""minor technical problem""",2019-03-10
"France A388 near Abidjan on Mar 10th 2019, engine shut down in flight",2019-03-11
"Bridge Cargo B744 and Vietnam B789 at Frankfurt on Feb 28th 2019, simultaneous takeoff on neighboured runways",2019-03-12
"Lufthansa A321 at Munich on Mar 6th 2019, bird strike",2019-03-12
"United B739 near Houston on Mar 10th 2019, engine problem results in evacuation",2019-03-12
"Lao A320 at Vientiane on Mar 10th 2019, nose gear steering fault after departure",2019-03-13
"Maldivian DH8C at Kaadedhdhoo on Mar 12th 2019, unsafe gear",2019-03-13
"Skywest CRJ2 at Lexington on Mar 11th 2019, gear problem on departure",2019-03-13
"THY A21N near Sofia on Mar 12th 2019, engine shut down in flight",2019-03-13
"Transat B738 near Newark on Mar 9th 2019, cargo smoke indication",2019-03-13
"Delta B763 at Beijing on Mar 13th 2019, engine problem",2019-03-14
"TUI Belgium B738 near Ottawa on Feb 20th 2019, hydraulic failure",2019-03-14
"United B763 at Munich on Mar 12th 2019, flaps problem",2019-03-14
"FAT MD83 at Kalibo on Mar 13th 2019, runway excursion while turning to backtrack",2019-03-15
"Indigo A20N at Mumbai on Jan 21st 2017, rejected takeoff due to engine failure",2019-03-15
"Alrosa B738 near Syktyvkar on Mar 15th 2019, electrical problems",2019-03-16
"American A321 near Chicago on Mar 14th 2019, engine shut down in flight",2019-03-16
"Condor A332 over Atlantic on Mar 15th 2019, indication of smoke on board",2019-03-16
"Delta A319 at Austin on Mar 14th 2019, bird strike",2019-03-16
"Eva B773 near Fukuoka on Nov 22nd 2017, turbulence injures 11",2019-03-16
"GoAir A20N near Lucknow on Mar 7th 2019, engine shut down in flight",2019-03-16
"Oman A333 near Milan on Mar 15th 2019, pressurization problem",2019-03-16
"White AT72 at Lisbon on Oct 22nd 2016, both nose wheels separated on hard landing",2019-03-16
"Braathens Regional RJ1H enroute on Mar 16th 2019, engine shut down in flight",2019-03-17
"Emirates B773 at Rio de Janeiro on Mar 14th 2019, bird strike",2019-03-18
"FlyEgypt B738 at Hurghada on Mar 17th 2019, tail scrape on departure",2019-03-18
"KLM B773 near Shannon on Mar 19th 2019, engine oil problem",2019-03-19
"Lufthansa Cityline CRJ9 at Munich on Mar 17th 2019, gear disagree after departure",2019-03-19
"Sunwing B738 over Atlantic on Mar 7th 2019, near collision with weather balloon at FL360",2019-03-19
"THY B773 near Boston on Mar 9th 2019, turbulence injures 29 people on board",2019-03-20
"Austral E190 near Posadas on Mar 20th 2018, smoke in cabin",2019-03-21
"Envoy E135 at Mc Allen on Mar 18th 2019, smoke on board",2019-03-21
"Jetblue E190 at Boston on Mar 19th 2019, bird strike",2019-03-21
"Westjet B737 enroute on Mar 16th 2019, pilot incapacited",2019-03-21
"Jetstar A320 at Sydney on Sep 20th 2018, thrust reversers did not deploy",2019-03-22
"Spirit A319 near Las Vegas on Feb 27th 2019, smoke in cockpit",2019-03-22
"BoA B737 near Cochabamba on Mar 22nd 2019, engine shut down in flight",2019-03-23
"Cathay Pacific A333 at Jakarta on Mar 22nd 2019, hydraulic failure",2019-03-23
"PIA B773 at Lahore on Mar 22nd 2019, bird strike penetrates leading edge of wing",2019-03-23
"Southwest B737 at Houston on Mar 21st 2019, flock of birds on short final",2019-03-23
"United A320 at Vancouver on Mar 16th 2019, duck!",2019-03-23
"American A332 at Munich on Mar 22nd 2019, pack problem",2019-03-24
"Aeromexico B789 near Lima on Mar 23rd 2019, problem with cockpit oxygen",2019-03-25
"Pobeda B738 near Sochi on Mar 23rd 2019, lightning strike",2019-03-25
"Saudia B748 at Frankfurt on Feb 5th 2019, first officer incapacitated",2019-03-25
"Canada A320 at New York on Mar 21st 2019, nose gear steering fault",2019-03-26
"Eurowings B738 near Nuremberg on Feb 10th 2019, first officer suffers brief health impact on approach",2019-03-26
"Southern Air B734 at Cincinnati on Mar 25th 2019, lightning strike",2019-03-26
"United B789 near Noumea on Mar 25th 2019, smoke in cockpit",2019-03-26
"Camair MA60 at Bafoussam on Mar 10th 2019, tail strike",2019-03-27
"Emirates A388 at Munich on Mar 25th 2019, multiple lightning strikes",2019-03-27
"Fedex A306 at Norfolk on Mar 25th 2019, avionics smoke indication",2019-03-27
"Southwest B38M at Orlando on Mar 26th 2019, engine shut down in flight",2019-03-27
"Taban MD88 near Bandar Abbas on Mar 26th 2019, engine shut down in flight",2019-03-27
"Westjet Encore DH8D near Edmonton on Mar 20th 2019, hydraulic fault prompts flapless landing",2019-03-27
